,F,V,R0,eta0,etainf,n,tcr,gamma,alpha,,vexp,r0exp,eta0exp,etainfexp,nexp,tcrexp
38,2.854066406,-16.03693228,-5.23763125,3.462011051,-6.586389913,-0.2513282,-0.333871896,0.067579839,0.221354807,,1.08455E-07,0.005312827,31.88102646,0.001379009,0.777767066,0.716145517
39,2.747038801,-16.02116809,-5.19280536,3.469132749,-6.685249469,-0.260994383,-0.386522881,0.062930317,0.179889145,,1.10178E-07,0.005556397,32.1088839,0.001249203,0.770285246,0.679415179
40,2.806608273,-16.04357861,-5.218988168,3.470580632,-7.301858956,-0.254565188,-0.33318198,0.066248118,0.048942631,,1.07736E-07,0.005412803,32.15540749,0.000674284,0.775253514,0.716639768
41,2.719813435,-16.04652506,-5.157266208,3.458605666,-7.20394075,-0.256801317,-0.343926476,0.061541501,0.234642516,,1.07419E-07,0.005757418,31.77264394,0.000743649,0.773521885,0.708981053
42,2.751859455,-16.06096768,-5.167599729,3.460950261,-6.875320416,-0.265398356,-0.331316871,0.065876142,0.017026952,,1.05879E-07,0.00569823,31.8472253,0.001032967,0.76690039,0.717977627
43,2.671953803,-16.01740141,-5.178100016,3.465178497,-6.827095464,-0.252126501,-0.349606953,0.06361479,0.166690998,,1.10594E-07,0.00563871,31.98216797,0.001084002,0.777146422,0.70496512
44,2.791609658,-16.01226752,-5.199979751,3.469094091,-6.909091936,-0.240967631,-0.376373331,0.066333675,0.003415232,,1.11163E-07,0.005516676,32.10764266,0.000998664,0.785867064,0.686346051
45,2.635274041,-15.97981029,-5.185499826,3.465904806,-7.050268168,-0.260099444,-0.336826246,0.068239733,0.090929415,,1.1483E-07,0.005597138,32.00540535,0.000867176,0.770974913,0.714032895
46,2.89971956,-16.07431964,-5.218968239,3.469362314,-7.067189204,-0.252839081,-0.3071488,0.069395756,0.029085447,,1.04475E-07,0.005412911,32.11625582,0.000852626,0.776592841,0.735541144
47,2.805324552,-16.02201523,-5.194339976,3.47542783,-6.642472636,-0.260410937,-0.404490929,0.067840746,0.149123828,,1.10085E-07,0.005547877,32.31164949,0.001303799,0.770734797,0.667316436
48,2.595965171,-16.01309624,-5.201517953,3.469587367,-7.195878915,-0.246031893,-0.396477008,0.065695577,0.03899928,,1.11071E-07,0.005508197,32.1234845,0.000749669,0.781897287,0.672685743
49,2.802355174,-16.03217258,-5.223456488,3.460897199,-7.246412686,-0.255565294,-0.312104755,0.064198348,0.060687718,,1.08972E-07,0.005388671,31.8455355,0.000712727,0.774478566,0.731904854
50,2.625484147,-16.03621272,-5.191015179,3.466784669,-7.31414281,-0.259535186,-0.424656464,0.062193476,0.038730846,,1.08533E-07,0.005566353,32.03357813,0.000666052,0.771410065,0.653994417
51,2.785533291,-16.04448162,-5.15688619,3.464147285,-6.711829797,-0.257516741,-0.349339262,0.06249529,0.074980307,,1.07639E-07,0.005759606,31.94920458,0.001216436,0.772968686,0.705153858
52,2.693856252,-16.01444177,-5.165217845,3.463379184,-7.233490854,-0.253870176,-0.360529338,0.063992154,0.063699354,,1.10922E-07,0.005711818,31.9246738,0.000721996,0.775792512,0.697307117
53,2.621266364,-16.00404628,-5.157996975,3.470571042,-6.891840921,-0.261928466,-0.254960857,0.069100945,0.132291386,,1.12081E-07,0.005753212,32.15509911,0.001016042,0.769566072,0.774946831
54,2.856107166,-16.06709439,-5.170175592,3.461496957,-6.871801615,-0.272968557,-0.412330382,0.063192317,0.089712401,,1.05232E-07,0.005683571,31.86464084,0.001036608,0.761116719,0.662105492
55,2.726252892,-16.00817225,-5.230589691,3.464197964,-6.551697567,-0.256572307,-0.275078988,0.064500348,0.033997969,,1.11619E-07,0.005350369,31.95082377,0.00142769,0.773699049,0.759512128
56,2.722540572,-16.01782456,-5.197237742,3.46343188,-7.163323887,-0.253277784,-0.320195801,0.064055183,0.121973144,,1.10547E-07,0.005531824,31.92635616,0.000774476,0.776252222,0.726006871
57,2.803269402,-16.03052046,-5.215374751,3.466570176,-6.634365399,-0.248331029,-0.392504639,0.061594998,0.186057959,,1.09152E-07,0.005432397,32.02670788,0.001314413,0.780101664,0.675363213
58,2.53294642,-16.0099174,-5.182911808,3.461525609,-6.837150692,-0.269496791,-0.400765365,0.068066516,0.058477938,,1.11425E-07,0.005611643,31.86555383,0.001073157,0.76376373,0.669807203
59,2.890849144,-16.05448736,-5.190236611,3.470996579,-7.066327307,-0.257764419,-0.392243866,0.064472523,0.067716407,,1.06567E-07,0.005570689,32.16878521,0.000853361,0.772777262,0.675539353
60,2.81427163,-16.04962628,-5.144308418,3.466925491,-6.685746698,-0.249060123,-0.364928713,0.065241408,0.057523304,,1.07087E-07,0.005832507,32.03808947,0.001248582,0.779533104,0.69424614
61,2.783012082,-16.0438844,-5.163493998,3.465305168,-6.707701426,-0.255902787,-0.365795074,0.067757417,0.082228117,,1.07703E-07,0.005721673,31.98621944,0.001221469,0.774217229,0.693644933
62,2.719124789,-16.0071458,-5.168203855,3.468589184,-6.983798893,-0.260357156,-0.319908655,0.066866121,0.143530673,,1.11734E-07,0.005694788,32.09143537,0.000926776,0.770776249,0.72621537
63,2.725564852,-15.99947351,-5.190010174,3.459424607,-7.057687797,-0.247988775,-0.393574365,0.066200446,0.216464897,,1.12594E-07,0.00557195,31.79867451,0.000860766,0.780368703,0.674641146
64,2.836575462,-16.04234718,-5.187539798,3.459920251,-7.066922788,-0.262395128,-0.403981088,0.06577173,0.191822864,,1.07869E-07,0.005585732,31.81443925,0.000852853,0.769207029,0.667656748
65,2.808089676,-16.05370608,-5.168632153,3.464247023,-6.982380462,-0.260785917,-0.348610557,0.069160007,0.078376997,,1.06651E-07,0.00569235,31.95239131,0.000928091,0.770445841,0.705667895
66,2.860211489,-16.03311567,-5.176036659,3.458227461,-6.419555277,-0.256460787,-0.371315262,0.063169979,0.05773874,,1.0887E-07,0.005650356,31.76062962,0.001629381,0.773785337,0.689826431
67,2.788153098,-16.03692314,-5.194831741,3.474894802,-7.014510594,-0.257082182,-0.403293322,0.066353549,0.034399336,,1.08456E-07,0.005545149,32.29443104,0.000898746,0.77330466,0.668116097
68,2.877206738,-16.06161122,-5.185178937,3.469947223,-7.173747208,-0.262618838,-0.390621055,0.065380935,0.129763005,,1.05811E-07,0.005598935,32.13504639,0.000766445,0.769034968,0.676636515
69,2.800072845,-16.05571815,-5.185864529,3.463092357,-7.021556558,-0.263034068,-0.402337261,0.066549168,0.047796979,,1.06436E-07,0.005595097,31.91551826,0.000892435,0.768715709,0.668755163
70,2.766995926,-16.04621062,-5.211562961,3.461141718,-6.980153985,-0.260472792,-0.342127678,0.064770071,0.139206199,,1.07453E-07,0.005453144,31.85332329,0.00093016,0.770687125,0.710257515
71,2.741255579,-16.03652216,-5.174788108,3.470087017,-6.931274024,-0.250278976,-0.399646531,0.063983166,0.025701941,,1.08499E-07,0.005657416,32.139539,0.000976756,0.778583546,0.670557026
72,2.528883927,-15.98329971,-5.1959144,3.470358145,-7.40582919,-0.257414418,-0.345062193,0.066791333,0.084985006,,1.1443E-07,0.005539149,32.14825411,0.0006077,0.773047783,0.708176309
73,2.856361985,-16.08043861,-5.162389302,3.467322826,-7.329758517,-0.265083829,-0.282737903,0.065859349,0.057388278,,1.03838E-07,0.005727997,32.05082186,0.000655732,0.767141639,0.753717309
74,2.807339812,-16.03455374,-5.19702086,3.465016489,-7.018440016,-0.245282888,-0.443782828,0.065736792,0.073462944,,1.08713E-07,0.005533024,31.97698704,0.000895221,0.782483151,0.641604744
75,2.774789923,-16.01258496,-5.18605996,3.474406587,-7.124891338,-0.261514149,-0.359975098,0.065346896,0.170079781,,1.11128E-07,0.005594004,32.27866827,0.00080482,0.769884982,0.6976937
76,2.86371876,-16.05052658,-5.218390471,3.467492686,-7.093941191,-0.253146575,-0.37337743,0.070699656,0.073117448,,1.0699E-07,0.005416039,32.05626648,0.000830119,0.776354079,0.688405359
77,2.5885883,-16.00497829,-5.161462173,3.469457874,-6.668791074,-0.258946144,-0.329433009,0.06251534,0.022638227,,1.11976E-07,0.00573331,32.11932502,0.001269933,0.771864591,0.719331472
78,2.770424917,-16.01962319,-5.194597037,3.466046077,-6.765211684,-0.246069324,-0.365496815,0.066689271,0.042570936,,1.10348E-07,0.005546451,32.0099271,0.001153203,0.781868021,0.693851849
79,2.782763857,-16.04236277,-5.197083995,3.463766111,-7.156183618,-0.256375893,-0.332669806,0.066666466,0.029237441,,1.07867E-07,0.005532674,31.9370287,0.000780026,0.773851029,0.717006906
80,2.59819173,-16.01612956,-5.178101281,3.465851295,-6.476096934,-0.252779837,-0.348019146,0.066731134,0.078562755,,1.10735E-07,0.005638703,32.00369276,0.001539809,0.77663885,0.706085357
81,2.732884069,-16.03360071,-5.188278158,3.462428925,-6.96700334,-0.25946291,-0.34236866,0.063970933,0.123786359,,1.08817E-07,0.005581609,31.8943515,0.000942473,0.771465821,0.710086376
82,2.790760679,-16.0346968,-5.238024869,3.458587692,-6.522914039,-0.256277199,-0.374072487,0.066303697,0.105086525,,1.08698E-07,0.005310736,31.77207286,0.001469381,0.773927407,0.687927044
83,2.721623959,-16.0095917,-5.211343808,3.463524354,-7.072815672,-0.253397227,-0.323571254,0.064473515,0.043638169,,1.11461E-07,0.005454339,31.92930864,0.000847842,0.776159509,0.7235604
84,2.732114535,-16.04756435,-5.162072064,3.471086478,-7.05328354,-0.255659713,-0.32208424,0.064385577,0.175583478,,1.07308E-07,0.005729815,32.17167729,0.000864565,0.774405444,0.724637144
85,2.648911936,-16.0356782,-5.166290067,3.455357638,-6.736432483,-0.248751043,-0.399332871,0.069610984,0.039040516,,1.08591E-07,0.005705697,31.66961293,0.001186874,0.77977408,0.670767385
86,2.848914958,-16.04342438,-5.162373611,3.471745889,-7.088827551,-0.255681868,-0.369314895,0.066360988,0.059264551,,1.07753E-07,0.005728087,32.19289863,0.000834375,0.774388287,0.691207718
87,2.973742077,-16.07468017,-5.136998676,3.467333563,-6.84715444,-0.244318688,-0.347813638,0.064720395,0.073964889,,1.04437E-07,0.005875297,32.05116597,0.001062475,0.783237986,0.706230478
88,2.760293874,-16.03733367,-5.190462326,3.463765227,-6.332504015,-0.253387473,-0.399758562,0.0680995,0.046799647,,1.08411E-07,0.005569431,31.93700049,0.001777577,0.776167079,0.670481906
89,2.799809214,-16.03561883,-5.236711131,3.4727069,-6.631621197,-0.251440369,-0.396666444,0.06964099,0.150867559,,1.08597E-07,0.005317717,32.22385124,0.001318025,0.77767983,0.672558324
90,2.657107706,-15.99709676,-5.184952556,3.466637168,-7.048788495,-0.25699317,-0.354250586,0.06802343,0.181234129,,1.12862E-07,0.005600202,32.0288535,0.00086846,0.773373496,0.701699109
91,2.764520805,-16.03037745,-5.190943774,3.466717589,-7.214858963,-0.257680439,-0.434443515,0.062768221,0.20899661,,1.09168E-07,0.005566751,32.03142939,0.000735574,0.772842163,0.647624961
92,2.778361243,-16.06131948,-5.166999527,3.467074118,-7.338628283,-0.271066063,-0.313293707,0.065664315,0.112348963,,1.05842E-07,0.005701651,32.04285156,0.000649941,0.762566118,0.731035171
93,2.75843007,-16.03118266,-5.151697698,3.457957436,-6.581102692,-0.256610523,-0.391182189,0.065277788,0.037923616,,1.0908E-07,0.005789567,31.75205463,0.00138632,0.773669482,0.676256938
94,2.823028158,-16.02182906,-5.170850631,3.471915793,-7.172557497,-0.255459636,-0.369117413,0.067892105,0.05572892,,1.10105E-07,0.005679735,32.19836881,0.000767358,0.7745604,0.691344233
95,2.859599783,-16.04693314,-5.185123775,3.469620493,-6.825952155,-0.253581203,-0.353090545,0.068234903,0.177488638,,1.07376E-07,0.005599244,32.12454863,0.001085242,0.776016727,0.702513581
96,2.690871746,-16.03629927,-5.207071742,3.462462273,-7.241073382,-0.258267184,-0.365190476,0.065699086,0.150326744,,1.08523E-07,0.00547769,31.89541513,0.000716542,0.772388834,0.694064436
97,2.941245994,-16.09135806,-5.238935072,3.469888117,-7.229485972,-0.257154379,-0.332701826,0.063606556,0.152796242,,1.0271E-07,0.005305904,32.13314709,0.000724893,0.773248831,0.716983948
98,2.796777516,-16.05425677,-5.18721401,3.47207721,-7.114728323,-0.256784742,-0.377104874,0.064012138,0.108104077,,1.06592E-07,0.005587552,32.2035666,0.000813042,0.773534705,0.685844143
99,2.766090694,-16.0437338,-5.201900902,3.462976965,-7.164592671,-0.261892913,-0.393649176,0.067392591,0.071509108,,1.0772E-07,0.005506088,31.91183568,0.000773494,0.769593433,0.674590677
100,2.820109448,-16.0556581,-5.171473149,3.462318598,-7.15572489,-0.260630861,-0.28120425,0.065643428,0.106492667,,1.06443E-07,0.005676201,31.89083289,0.000780384,0.770565313,0.754874137
101,2.665912826,-16.01763407,-5.168596838,3.463841854,-7.32112733,-0.260803403,-0.393247061,0.064445666,0.062340021,,1.10568E-07,0.005692551,31.93944781,0.000661416,0.770432369,0.674861995
102,2.833346128,-16.04058156,-5.183544084,3.471435493,-6.924896819,-0.253306269,-0.358277019,0.069362124,0.096045543,,1.0806E-07,0.005608096,32.18290763,0.000983005,0.77623011,0.698879445
103,2.749132238,-16.04114958,-5.220112138,3.46227376,-6.856874931,-0.254431235,-0.341025033,0.065954804,0.061396212,,1.07998E-07,0.005406723,31.88940299,0.001052197,0.775357369,0.711041108
104,2.723933862,-16.01623781,-5.214460726,3.4717538,-6.580633651,-0.262745837,-0.404223111,0.067927564,0.161397289,,1.10723E-07,0.005437365,32.19315333,0.00138697,0.768937308,0.667495179
105,2.886107826,-16.03175751,-5.183057435,3.467481243,-7.240923322,-0.251214109,-0.381515971,0.068029947,0.039477387,,1.09017E-07,0.005610825,32.05589965,0.00071665,0.777855808,0.682825481
106,3.012574393,-16.09063543,-5.20495463,3.460990336,-7.058456954,-0.254146,-0.340483427,0.064507648,0.088528069,,1.02784E-07,0.005489299,31.84850161,0.000860104,0.77557856,0.711426317
107,2.580760786,-16.00113244,-5.145664269,3.47350447,-6.795832396,-0.255263478,-0.319827981,0.067849412,0.105113579,,1.12408E-07,0.005824604,32.24956227,0.001118427,0.774712352,0.726273959
108,2.941467387,-16.09103212,-5.163273313,3.468599136,-6.719680893,-0.267813476,-0.352375991,0.063071383,0.064776362,,1.02743E-07,0.005722936,32.09175476,0.001206923,0.765050468,0.703015745
109,2.918203417,-16.06099507,-5.189092693,3.463822415,-7.283985942,-0.25536709,-0.437376279,0.065017353,0.066347702,,1.05876E-07,0.005577065,31.93882694,0.000686444,0.774632086,0.645728412
110,2.778481073,-16.04946042,-5.237125189,3.464169688,-6.783244791,-0.257424239,-0.297764641,0.067329209,0.068785308,,1.07105E-07,0.005315516,31.94992035,0.001132594,0.77304019,0.742476067
111,2.694359015,-16.00192166,-5.160351183,3.464442102,-6.676781671,-0.256324341,-0.372221765,0.0653638,0.029759029,,1.12319E-07,0.005739684,31.95862514,0.001259826,0.773890924,0.689201385
112,2.672632602,-16.02008282,-5.151740779,3.465393311,-6.485131631,-0.24944658,-0.325075741,0.067993659,0.08092505,,1.10298E-07,0.005789318,31.98903894,0.00152596,0.779231907,0.722472631
113,2.743630714,-16.02414068,-5.187432205,3.473853669,-7.193308761,-0.249809495,-0.360167072,0.067501061,0.092828676,,1.09851E-07,0.005586333,32.26082575,0.000751598,0.778949162,0.697559774
114,2.768939137,-16.05592133,-5.158835298,3.464782027,-6.618519453,-0.259419588,-0.428822292,0.066524754,0.147340888,,1.06415E-07,0.005748391,31.96949052,0.001335407,0.771499244,0.651275656
115,2.844912805,-16.0795269,-5.187814812,3.47226964,-6.784557166,-0.255092419,-0.386327347,0.064876047,0.026023117,,1.03932E-07,0.005584196,32.2097641,0.001131108,0.774844884,0.679548041
116,2.812893813,-16.01940826,-5.207181263,3.474377267,-6.968886264,-0.242381059,-0.30908344,0.064941241,0.101453409,,1.10372E-07,0.00547709,32.27772188,0.0009407,0.784757082,0.734119513
117,2.66401203,-16.01107815,-5.21010788,3.467572858,-7.133666232,-0.26083954,-0.421841683,0.067917885,0.079368237,,1.11295E-07,0.005461085,32.0588366,0.000797789,0.770404529,0.655837861
118,2.626278248,-15.99497136,-5.148104957,3.459966659,-6.588830486,-0.257922652,-0.418953559,0.06372672,0.096615764,,1.13102E-07,0.005810405,31.81591571,0.001375648,0.772654993,0.65773474
119,2.734744272,-16.04138749,-5.168549011,3.46996681,-6.974424016,-0.262854672,-0.329763761,0.065293813,0.134214182,,1.07973E-07,0.005692823,32.13567586,0.000935505,0.768853625,0.719093592
120,2.579846804,-15.99273861,-5.123852297,3.461244849,-6.668686183,-0.255371241,-0.329793803,0.067234581,0.121921617,,1.13355E-07,0.005953046,31.85660851,0.001270066,0.774628871,0.719071989
121,2.822456282,-16.03997426,-5.18460857,3.468793453,-6.919008918,-0.256672255,-0.374931582,0.067982307,0.056671835,,1.08125E-07,0.005602129,32.09799132,0.000988809,0.773621723,0.687336304
122,2.818366554,-16.03025178,-5.164445326,3.465162234,-7.323034591,-0.252437474,-0.317401506,0.064140874,0.219510651,,1.09182E-07,0.005716233,31.98164788,0.000660156,0.776904788,0.728038384
123,2.650453946,-16.02587425,-5.214753444,3.463122261,-7.301922675,-0.255943484,-0.323565909,0.06637979,0.125726918,,1.09661E-07,0.005435774,31.91647266,0.000674241,0.774185722,0.723564267
124,3.024097982,-16.10265963,-5.189416493,3.472204263,-6.452418773,-0.264709952,-0.341961135,0.066478867,0.104906252,,1.01556E-07,0.005575259,32.20765841,0.001576704,0.767428509,0.710375813
125,2.687290265,-16.03027936,-5.153907068,3.46300532,-7.280888571,-0.249167886,-0.298697995,0.067860614,0.112129456,,1.09179E-07,0.00577679,31.91274053,0.000688573,0.779449103,0.741783398
126,2.852445433,-16.06584232,-5.137098836,3.471124477,-7.043893642,-0.258924146,-0.369339659,0.061619124,0.048169416,,1.05364E-07,0.005874709,32.17289979,0.000872722,0.771881571,0.691190602
127,2.798148137,-16.04137838,-5.181886185,3.462725407,-7.213800314,-0.257926377,-0.259922553,0.066682316,0.074413862,,1.07974E-07,0.005617401,31.90380898,0.000736353,0.772652115,0.771111304
128,2.656873681,-16.03071377,-5.151162823,3.465005659,-7.009839457,-0.258001702,-0.366175023,0.065661953,0.116833809,,1.09131E-07,0.005792665,31.97664073,0.000902954,0.772593917,0.693381433
129,2.915279827,-16.07846725,-5.159401547,3.466896865,-6.913907599,-0.253827117,-0.350396722,0.065441917,0.047221687,,1.04042E-07,0.005745137,32.03717238,0.000993867,0.775825918,0.70440858
130,2.891088542,-16.04885448,-5.135252691,3.464245988,-7.186102077,-0.255022889,-0.381281515,0.065462938,0.06634455,,1.07169E-07,0.005885564,31.95235821,0.000757034,0.774898761,0.682985592
131,2.770185993,-16.04014945,-5.192109302,3.466240896,-6.977640687,-0.25256076,-0.340284153,0.069023684,0.220110416,,1.08106E-07,0.005560266,32.01616387,0.000932501,0.776809012,0.7115681
132,2.775781972,-16.02425605,-5.199265496,3.463612725,-7.4662809,-0.25362493,-0.356724306,0.06666292,0.089791416,,1.09838E-07,0.005520618,31.93213039,0.000572052,0.775982796,0.699965447
133,2.891510789,-16.05999896,-5.214126096,3.467976368,-6.828829503,-0.2597657,-0.354510367,0.068095699,0.152722224,,1.05982E-07,0.005439185,32.07177525,0.001082124,0.771232265,0.701516845
134,2.760261221,-16.04479811,-5.143615855,3.467597693,-7.10155112,-0.272300651,-0.417314422,0.069361975,0.074123586,,1.07605E-07,0.005836547,32.05963277,0.000823826,0.761625244,0.658813742
135,2.814355038,-16.0439353,-5.202053612,3.467968692,-6.681731909,-0.252442583,-0.339077741,0.066320297,0.146353188,,1.07698E-07,0.005505247,32.07152909,0.001253605,0.776900819,0.712427062
136,2.799533711,-16.04493009,-5.202754916,3.46657839,-7.100256512,-0.260394806,-0.385946993,0.065960899,0.053491139,,1.07591E-07,0.005501388,32.02697096,0.000824893,0.77074723,0.679806559
137,2.775915145,-16.08632286,-5.176045457,3.463244876,-7.021045406,-0.265165829,-0.327048173,0.063342924,0.038414298,,1.03228E-07,0.005650307,31.92038633,0.000892892,0.767078736,0.721049007
